Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Braxton Key,SF,26,DEN,9,0,3.2,0.3,1.1,.300,0.0,0.2,.000,0.3,0.9,.375,.300,0.2,0.3,.667,0.1,0.6,0.7,0.7,0.1,0.0,0.0,0.3,0.9
Corey Kispert,SF,24,WAS,31,1,22.5,4.1,8.6,.472,2.1,5.5,.379,2.0,3.2,.633,.592,1.5,2.0,.738,0.4,1.8,2.2,1.5,0.4,0.2,0.9,1.7,11.6
Maxi Kleber,C,32,DAL,5,1,18.0,0.8,3.2,.250,0.6,1.8,.333,0.2,1.4,.143,.344,1.2,2.0,.600,0.8,3.4,4.2,2.0,0.2,0.2,0.8,1.6,3.4
Kevin Knox,SF,24,DET,15,5,17.2,2.9,5.9,.489,1.1,3.2,.354,1.7,2.7,.650,.585,0.5,0.6,.889,0.4,1.9,2.3,0.5,0.5,0.2,0.7,1.7,7.4
John Konchar,SF,27,MEM,25,2,17.5,1.3,3.4,.381,0.7,2.2,.327,0.6,1.2,.483,.488,0.3,0.4,.778,1.1,3.0,4.1,1.4,0.8,0.7,0.5,1.1,3.6
Furkan Korkmaz,SG,26,PHI,21,0,6.7,0.7,1.8,.378,0.2,0.9,.263,0.4,0.9,.500,.446,0.3,0.4,.778,0.0,0.4,0.5,0.5,0.5,0.0,0.3,0.4,1.9
Luke Kornet,C,28,BOS,19,1,14.2,2.4,3.2,.754,0.0,0.0,,2.4,3.2,.754,.754,0.7,0.8,.875,1.7,1.8,3.6,0.8,0.4,0.9,0.4,1.2,5.6
Jonathan Kuminga,PF,21,GSW,31,10,21.8,4.7,9.3,.502,0.7,2.5,.289,4.0,6.9,.577,.540,2.5,3.6,.673,1.3,2.8,4.0,1.3,0.6,0.3,1.4,2.2,12.5
Kyle Kuzma,PF,28,WAS,32,32,31.3,8.9,19.2,.466,2.5,7.0,.357,6.4,12.2,.528,.531,2.7,3.5,.768,0.9,5.3,6.2,4.3,0.3,0.6,2.6,2.2,23.1
Jock Landale,C,28,HOU,20,0,8.9,0.8,2.1,.357,0.1,0.7,.154,0.7,1.5,.448,.381,0.4,0.5,.800,1.0,1.0,1.9,0.5,0.3,0.3,0.4,1.0,2.0
Jake LaRavia,PF,22,MEM,8,0,12.4,1.4,4.0,.344,0.4,2.5,.150,1.0,1.5,.667,.391,0.1,0.3,.500,0.6,0.8,1.4,0.6,0.1,0.0,0.5,1.9,3.3
Zach LaVine,SG,28,CHI,18,18,35.3,7.3,16.6,.443,2.4,7.1,.336,4.9,9.4,.524,.515,3.9,4.6,.866,0.3,4.6,4.9,3.4,0.9,0.2,2.0,2.1,21.0
A.J. Lawson,SG,23,DAL,13,0,9.8,1.7,3.4,.500,0.5,1.8,.304,1.2,1.6,.714,.580,0.4,0.6,.625,0.5,0.8,1.2,0.5,0.5,0.1,0.5,0.5,4.3
Saben Lee,PG,24,PHO,7,0,8.3,1.1,2.6,.444,0.0,0.6,.000,1.1,2.0,.571,.444,1.4,1.6,.909,0.4,0.7,1.1,1.6,0.3,0.3,0.4,0.7,3.7
Alex Len,C,30,SAC,9,0,7.6,0.8,1.2,.636,0.0,0.1,.000,0.8,1.1,.700,.636,0.3,0.8,.429,1.3,1.9,3.2,1.1,0.1,0.7,0.4,0.6,1.9
Kawhi Leonard,SF,32,LAC,28,28,34.5,9.1,17.4,.522,2.3,5.4,.428,6.8,12.0,.564,.588,3.9,4.5,.872,1.1,4.9,5.9,3.6,1.6,0.7,1.5,1.4,24.4
Caris LeVert,SG,29,CLE,25,1,29.2,5.8,13.8,.420,1.8,5.7,.324,4.0,8.1,.488,.487,2.5,3.3,.759,0.4,3.0,3.4,3.9,1.0,0.4,1.4,1.7,16.0
Kira Lewis Jr.,PG,22,NOP,13,0,10.1,1.2,3.6,.319,0.2,1.3,.118,1.0,2.3,.433,.340,0.6,0.7,.889,0.2,0.6,0.8,1.4,0.4,0.1,0.5,0.6,3.1
Maxwell Lewis,SF,21,LAL,12,0,4.4,0.1,0.8,.111,0.1,0.3,.333,0.0,0.5,.000,.167,0.0,0.0,,0.1,0.2,0.3,0.3,0.2,0.0,0.4,0.2,0.3
E.J. Liddell,PF,23,NOP,3,0,3.0,0.3,1.3,.250,0.0,1.0,.000,0.3,0.3,1.000,.250,0.7,0.7,1.000,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,1.3
Damian Lillard,PG,33,MIL,31,31,35.2,7.4,17.1,.431,3.2,8.7,.365,4.2,8.4,.500,.524,7.5,8.1,.924,0.6,3.9,4.5,6.8,1.0,0.2,2.7,1.7,25.5
Nassir Little,SF,23,PHO,23,2,15.6,1.9,4.0,.484,0.7,2.2,.320,1.2,1.8,.683,.571,0.7,0.8,.842,0.6,2.0,2.6,0.7,0.4,0.3,0.5,1.3,5.2
Dereck Lively II,C,19,DAL,28,27,25.5,4.1,5.6,.728,0.0,0.1,.000,4.1,5.6,.737,.728,0.8,1.5,.548,2.8,5.0,7.7,1.2,0.6,1.4,1.2,3.0,9.0
Isaiah Livers,PF,25,DET,17,1,19.5,1.5,5.2,.295,0.9,3.5,.250,0.6,1.6,.393,.381,0.5,0.9,.600,0.4,1.5,1.9,1.1,0.5,0.2,0.9,1.6,4.5
Chris Livingston,SF,20,MIL,7,0,3.3,0.6,0.7,.800,0.1,0.1,1.000,0.4,0.6,.750,.900,0.0,0.0,,0.1,0.7,0.9,0.3,0.1,0.0,0.1,0.3,1.3
Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6
Kevon Looney,C,27,GSW,32,28,20.9,2.2,3.8,.582,0.0,0.0,,2.2,3.8,.582,.582,0.9,1.3,.683,2.6,4.9,7.5,2.6,0.6,0.3,0.8,2.4,5.3
Brook Lopez,C,35,MIL,33,33,31.1,4.8,9.9,.479,1.6,5.0,.325,3.1,4.9,.636,.561,1.7,2.0,.821,1.5,3.5,5.1,1.4,0.7,3.1,0.8,2.8,12.8
Robin Lopez,C,35,MIL,8,0,2.9,0.3,0.6,.400,0.3,0.5,.500,0.0,0.1,.000,.600,0.3,0.3,1.000,0.0,0.1,0.1,0.3,0.0,0.1,0.1,0.4,1.0
Kevin Love,PF,35,MIA,26,5,18.7,3.1,7.1,.435,1.8,5.1,.353,1.3,2.0,.647,.563,1.7,2.2,.804,0.9,5.7,6.6,2.6,0.3,0.2,0.7,1.8,9.7
Kyle Lowry,PG,37,MIA,29,29,29.1,3.1,6.8,.464,2.0,4.5,.435,1.2,2.2,.523,.610,1.1,1.3,.842,0.7,2.9,3.6,4.1,1.1,0.3,1.4,2.7,9.3
Seth Lundy,SF,23,ATL,4,0,7.5,0.5,2.5,.200,0.3,2.0,.125,0.3,0.5,.500,.250,0.0,0.0,,0.3,0.5,0.8,0.0,0.0,0.0,0.3,1.3,1.3
Trey Lyles,PF,28,SAC,18,0,19.8,2.4,5.3,.458,1.4,3.9,.357,1.1,1.4,.731,.589,0.8,1.3,.625,0.9,4.3,5.2,1.4,0.1,0.4,0.8,1.7,7.1
Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2
Sandro Mamukelashvili,C,24,SAS,17,0,7.7,1.0,2.6,.386,0.4,1.5,.240,0.6,1.1,.579,.455,0.6,0.7,.833,0.7,1.5,2.2,1.3,0.2,0.2,0.4,0.8,2.9
Terance Mann,SG,27,LAC,26,22,25.7,2.6,6.5,.396,0.6,3.0,.203,2.0,3.5,.567,.444,0.9,1.2,.742,1.0,2.3,3.3,1.9,0.7,0.3,0.7,1.8,6.7
Tre Mann,PG,22,OKC,12,0,8.5,1.3,2.9,.457,0.4,1.3,.333,0.9,1.7,.550,.529,0.1,0.1,1.000,0.3,1.2,1.4,1.3,0.3,0.0,0.7,0.3,3.2
Boban Marjanović,C,35,HOU,4,0,6.5,1.3,2.8,.455,0.0,0.5,.000,1.3,2.3,.556,.455,0.0,0.3,.000,0.5,1.8,2.3,1.0,0.0,0.3,0.0,0.8,2.5
Lauri Markkanen,PF,26,UTA,24,24,32.7,8.0,16.3,.487,3.2,8.4,.376,4.8,7.9,.605,.584,4.1,4.8,.861,2.3,6.2,8.5,1.6,1.0,0.6,1.2,2.1,23.2
Naji Marshall,SF,26,NOP,24,0,19.4,2.8,6.1,.452,1.1,2.8,.394,1.7,3.3,.500,.541,1.5,2.0,.787,1.1,2.9,4.0,2.4,0.7,0.2,1.2,1.4,8.1
Caleb Martin,SF,28,MIA,20,10,26.5,4.3,9.6,.443,1.3,3.3,.379,3.0,6.3,.476,.508,1.3,1.9,.676,1.3,3.8,5.1,2.3,0.8,0.3,1.4,2.3,11.0
Cody Martin,SF,28,CHO,5,0,22.6,2.6,7.2,.361,0.8,2.4,.333,1.8,4.8,.375,.417,0.6,1.6,.375,1.2,1.4,2.6,2.2,1.8,0.8,0.8,1.0,6.6
KJ Martin,SF,23,TOT,20,0,6.4,0.8,1.6,.484,0.1,0.4,.143,0.7,1.2,.583,.500,0.2,0.4,.500,0.3,0.6,0.9,0.5,0.5,0.1,0.3,0.9,1.8
KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0
KJ Martin,SF,23,PHI,18,0,5.3,0.6,1.2,.524,0.0,0.1,.000,0.6,1.1,.579,.524,0.2,0.3,.500,0.2,0.6,0.8,0.5,0.4,0.0,0.2,0.8,1.4
Garrison Mathews,SG,27,ATL,20,3,11.6,0.9,2.1,.429,0.9,2.1,.439,0.0,0.1,.000,.643,0.0,0.1,.000,0.2,0.9,1.1,0.3,0.4,0.2,0.3,1.7,2.7
Bennedict Mathurin,SF,21,IND,32,12,25.3,5.0,10.9,.457,1.3,3.6,.368,3.7,7.3,.500,.517,2.8,3.3,.838,1.1,2.8,3.9,1.9,0.6,0.2,1.5,1.9,14.0
Wesley Matthews,SG,37,ATL,18,1,11.4,0.6,2.2,.256,0.3,1.7,.200,0.2,0.5,.444,.333,0.8,1.1,.737,0.2,1.2,1.4,0.7,0.5,0.2,0.3,1.4,2.2
Tyrese Maxey,PG,23,PHI,31,31,37.4,9.0,19.7,.458,3.2,8.3,.383,5.9,11.5,.511,.538,4.9,5.6,.873,0.5,3.2,3.8,6.5,0.8,0.5,1.5,2.1,26.1
Skylar Mays,PG,26,POR,20,5,17.4,2.6,6.7,.381,0.7,2.5,.286,1.9,4.3,.435,.433,0.6,0.8,.800,0.4,1.2,1.6,3.7,0.7,0.2,0.9,1.0,6.4
Miles McBride,PG,23,NYK,20,0,5.4,0.8,1.6,.469,0.4,1.0,.400,0.4,0.6,.583,.594,0.1,0.1,.500,0.1,0.2,0.3,0.5,0.3,0.0,0.1,0.7,2.0
CJ McCollum,PG,32,NOP,20,20,33.6,7.1,15.5,.460,3.4,7.9,.427,3.8,7.6,.493,.568,2.3,3.0,.780,0.6,3.4,4.0,5.1,1.5,0.8,1.6,2.3,19.9
T.J. McConnell,PG,31,IND,24,1,15.1,3.3,6.3,.527,0.0,0.5,.091,3.3,5.8,.561,.530,1.0,1.4,.727,0.5,2.0,2.6,4.8,0.9,0.1,1.1,1.0,7.6
Jaden McDaniels,SF,23,MIN,22,21,27.0,4.4,8.3,.527,1.1,3.0,.364,3.3,5.3,.621,.593,0.7,1.0,.727,0.6,1.6,2.2,1.1,0.8,0.7,1.0,3.5,10.5
Jalen McDaniels,SF,26,TOR,20,0,9.8,1.1,3.5,.300,0.4,1.9,.189,0.7,1.7,.424,.350,0.4,0.4,.875,0.2,1.1,1.3,0.6,0.4,0.2,0.4,1.1,2.8
Doug McDermott,SF,32,SAS,30,0,15.9,2.0,4.6,.442,1.6,3.6,.450,0.4,1.0,.414,.620,0.3,0.4,.667,0.1,0.9,1.0,1.4,0.3,0.1,0.6,1.2,6.0
JaVale McGee,C,36,SAC,27,0,8.4,2.0,3.0,.667,0.0,0.0,.000,2.0,3.0,.675,.667,0.6,1.0,.556,1.0,1.9,2.9,0.4,0.2,0.6,1.0,1.3,4.6
Bryce McGowens,SG,21,CHO,26,7,18.2,1.9,4.2,.459,0.8,2.0,.415,1.1,2.2,.500,.560,0.9,1.2,.742,0.3,1.6,1.9,1.0,0.3,0.1,0.5,1.8,5.6
Jordan McLaughlin,PG,27,MIN,12,0,5.2,0.6,1.3,.467,0.3,0.5,.500,0.3,0.8,.444,.567,0.2,0.2,1.000,0.2,0.3,0.4,1.3,0.5,0.3,0.1,0.3,1.6
De'Anthony Melton,SG,25,PHI,31,31,29.4,4.0,10.1,.397,2.1,5.8,.365,1.9,4.2,.443,.503,1.9,2.4,.822,0.8,3.2,4.0,3.2,1.7,0.5,1.2,2.5,12.1
Nathan Mensah,C,25,CHO,7,0,11.6,0.6,1.1,.500,0.0,0.0,,0.6,1.1,.500,.500,0.6,0.9,.667,1.0,2.4,3.4,0.1,0.1,0.4,0.4,1.9,1.7
Sam Merrill,SG,27,CLE,18,0,11.6,2.1,4.9,.432,1.9,4.2,.447,0.2,0.7,.333,.625,0.2,0.2,.750,0.3,1.0,1.3,0.9,0.2,0.1,0.4,1.1,6.3
Chimezie Metu,C,26,PHO,23,3,13.3,2.1,4.1,.505,0.6,1.7,.333,1.5,2.4,.625,.574,1.1,1.3,.867,0.8,2.4,3.3,0.5,0.5,0.2,0.8,1.1,5.9
Vasilije Micić,PG,30,OKC,13,0,12.6,1.0,3.2,.310,0.4,1.9,.200,0.6,1.3,.471,.369,0.3,0.5,.667,0.1,0.6,0.7,2.8,0.4,0.2,0.9,1.2,2.7
Khris Middleton,SF,32,MIL,28,28,25.0,5.6,11.5,.492,1.6,4.3,.372,4.0,7.1,.565,.562,1.6,1.9,.833,0.7,3.8,4.5,4.8,0.8,0.1,2.1,2.3,14.5
Brandon Miller,SF,21,CHO,28,22,31.3,5.6,13.0,.433,2.1,5.3,.396,3.5,7.6,.458,.514,1.6,1.9,.815,0.9,3.0,3.8,2.2,0.6,0.5,1.7,2.7,14.9
Jordan Miller,SF,24,LAC,3,0,4.0,0.7,1.0,.667,0.3,0.3,1.000,0.3,0.7,.500,.833,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.7,1.7
Leonard Miller,SF,20,MIN,4,0,2.8,1.0,1.3,.800,0.3,0.3,1.000,0.8,1.0,.750,.900,0.0,0.0,,0.0,1.8,1.8,0.3,0.0,0.0,0.0,0.3,2.3
Dariq Whitehead,SF,19,BRK,2,0,12.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5
Patty Mills,PG,35,ATL,7,0,9.6,0.7,2.0,.357,0.7,1.4,.500,0.0,0.6,.000,.536,0.0,0.0,,0.1,0.9,1.0,0.7,0.1,0.1,0.4,1.1,2.1
Shake Milton,SG,27,MIN,27,0,14.9,1.8,4.7,.378,0.4,1.7,.255,1.3,3.0,.450,.425,1.3,1.6,.837,0.2,1.4,1.6,1.5,0.5,0.1,0.9,1.4,5.3
Justin Minaya,SF,24,POR,6,0,6.3,0.3,1.0,.333,0.3,0.7,.500,0.0,0.3,.000,.500,0.2,0.3,.500,0.7,0.2,0.8,0.0,0.0,0.2,0.2,0.3,1.2
Josh Minott,SF,21,MIN,12,0,2.6,0.7,1.3,.533,0.0,0.4,.000,0.7,0.8,.800,.533,0.3,0.5,.667,0.1,0.2,0.3,0.3,0.0,0.1,0.1,0.3,1.7
Davion Mitchell,PG,25,SAC,24,3,13.0,1.4,3.8,.370,0.5,2.0,.250,0.9,1.8,.500,.435,0.4,0.5,.769,0.1,0.8,1.0,2.0,0.2,0.1,0.5,1.3,3.8
Donovan Mitchell,SG,27,CLE,24,24,36.5,9.8,21.3,.457,3.1,8.9,.347,6.7,12.5,.535,.529,5.3,6.0,.895,1.1,4.6,5.7,5.7,1.9,0.5,2.6,2.4,27.9
Evan Mobley,PF,22,CLE,21,21,33.6,6.8,11.8,.573,0.1,0.5,.200,6.7,11.3,.588,.577,2.4,3.1,.769,2.7,7.8,10.5,2.9,0.8,1.7,2.3,2.9,16.0
Isaiah Mobley,PF,24,CLE,3,0,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7
Malik Monk,SG,25,SAC,30,0,24.9,4.9,11.0,.442,2.6,6.2,.412,2.3,4.8,.483,.559,2.2,2.5,.892,0.4,2.2,2.6,5.2,0.6,0.6,2.2,1.8,14.5
Moses Moody,SG,21,GSW,31,4,18.0,3.0,6.2,.477,1.0,2.9,.330,2.0,3.3,.608,.554,1.3,1.7,.774,1.2,2.0,3.2,0.9,0.7,0.3,0.7,1.4,8.2
Xavier Moon,SG,29,LAC,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0
Wendell Moore Jr.,SG,22,MIN,7,0,2.7,0.1,0.4,.333,0.0,0.3,.000,0.1,0.1,1.000,.333,0.0,0.0,,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.1,0.3
Ja Morant,PG,24,MEM,6,6,35.5,9.3,20.0,.467,0.8,4.8,.172,8.5,15.2,.560,.488,5.7,6.8,.829,0.5,4.5,5.0,7.8,0.7,0.7,3.2,2.0,25.2
Marcus Morris,PF,34,PHI,24,4,15.3,2.3,4.9,.479,1.0,2.2,.442,1.4,2.7,.508,.577,0.5,0.6,.867,0.4,2.3,2.6,0.8,0.3,0.3,0.3,1.9,6.2
Markieff Morris,PF,34,DAL,13,1,9.8,1.1,3.3,.326,0.6,2.1,.296,0.5,1.2,.375,.419,0.1,0.2,.500,0.3,1.5,1.8,0.8,0.3,0.1,0.6,0.7,2.8
Trey Murphy III,SF,23,NOP,12,1,27.0,4.8,10.3,.472,2.8,6.5,.423,2.1,3.8,.556,.606,2.3,2.8,.848,0.3,3.7,4.0,1.7,0.8,0.3,0.7,1.2,14.8
Dejounte Murray,SG,27,ATL,32,32,34.4,7.9,17.1,.461,2.4,6.3,.383,5.5,10.8,.506,.531,2.4,2.9,.817,0.8,3.8,4.6,5.2,1.5,0.3,2.1,1.7,20.5
Jamal Murray,PG,26,DEN,21,21,29.7,7.2,15.4,.469,2.6,5.7,.454,4.7,9.8,.478,.552,2.6,3.0,.887,0.6,3.3,3.9,6.2,0.9,0.8,1.8,1.8,19.7
Keegan Murray,SF,23,SAC,27,27,32.4,5.7,12.8,.443,2.5,6.9,.362,3.2,5.9,.538,.541,1.5,1.7,.851,1.3,4.0,5.3,1.6,1.2,0.4,0.9,2.8,15.3
Kris Murray,SF,23,POR,16,0,10.6,1.0,2.7,.372,0.5,1.6,.308,0.5,1.1,.471,.465,0.2,0.3,.600,0.6,1.1,1.7,0.5,0.8,0.2,0.1,0.9,2.7
Mike Muscala,C,32,WAS,19,2,14.0,1.4,3.6,.377,0.6,2.1,.308,0.7,1.6,.467,.464,0.7,0.9,.778,0.6,2.2,2.8,1.1,0.2,0.4,0.6,1.3,4.1
Svi Mykhailiuk,SF,26,BOS,13,0,7.6,0.7,2.5,.281,0.4,2.0,.192,0.3,0.5,.667,.359,0.0,0.0,,0.2,0.6,0.8,0.4,0.4,0.0,0.4,0.6,1.8
Larry Nance Jr.,C,31,NOP,16,0,16.2,1.8,3.3,.538,0.3,0.9,.357,1.4,2.4,.605,.587,0.5,0.8,.667,1.3,3.4,4.7,0.8,0.9,0.3,1.0,1.4,4.3
Andrew Nembhard,PG,24,IND,23,7,20.0,3.3,6.9,.484,0.7,2.1,.306,2.7,4.8,.564,.531,0.3,0.5,.727,0.6,1.2,1.8,4.0,0.9,0.0,1.6,2.0,7.7
Aaron Nesmith,SF,24,IND,30,5,25.6,4.2,8.1,.514,2.2,4.7,.471,2.0,3.4,.573,.650,1.2,1.7,.700,0.9,2.4,3.2,1.0,1.1,0.8,0.9,3.4,11.7
Georges Niang,PF,30,CLE,33,1,21.8,3.1,7.6,.402,1.5,4.6,.329,1.5,3.0,.515,.502,0.4,0.5,.824,0.4,3.1,3.5,1.2,0.3,0.2,0.9,2.4,8.1
Daishen Nix,PG,21,MIN,6,0,3.5,0.5,1.3,.375,0.3,0.8,.400,0.2,0.5,.333,.500,0.0,0.3,.000,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.3
Zeke Nnaji,PF,23,DEN,29,0,10.4,1.3,2.7,.474,0.1,0.4,.308,1.1,2.2,.508,.500,0.8,1.2,.629,1.2,1.1,2.4,0.5,0.2,0.7,0.7,1.6,3.4
Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7
Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
Jusuf Nurkić,C,29,PHO,31,31,28.0,4.8,9.8,.485,0.6,2.3,.268,4.2,7.5,.551,.516,2.6,3.7,.719,2.8,7.5,10.4,3.6,0.9,1.2,2.1,3.5,12.8
Jordan Nwora,SF,25,IND,11,0,10.9,2.5,5.1,.482,0.7,2.2,.333,1.7,2.9,.594,.554,0.5,0.6,.857,0.6,1.4,2.0,1.0,0.5,0.1,0.9,1.1,6.2
Royce O'Neale,SF,30,BRK,32,6,25.8,2.6,6.8,.389,2.1,5.5,.383,0.5,1.3,.415,.544,0.3,0.5,.625,0.8,3.9,4.6,3.2,0.7,0.7,0.9,2.4,7.7
Chuma Okeke,SF,25,ORL,16,0,5.5,0.6,1.6,.346,0.3,1.1,.278,0.3,0.5,.500,.442,0.0,0.0,,0.3,0.9,1.1,0.3,0.1,0.1,0.2,0.3,1.4
Josh Okogie,SG,25,PHO,27,11,20.0,1.7,4.4,.387,0.5,2.1,.250,1.2,2.3,.508,.445,1.8,2.4,.750,1.5,1.6,3.1,1.3,0.9,0.5,0.7,1.4,5.7
Onyeka Okongwu,C,23,ATL,31,2,24.5,3.7,6.4,.581,0.4,1.4,.286,3.3,5.0,.660,.611,1.8,2.1,.833,2.4,4.3,6.7,1.5,0.5,0.9,0.8,2.8,9.6
Isaac Okoro,SF,23,CLE,24,13,26.2,3.1,6.3,.493,0.9,2.6,.349,2.2,3.7,.596,.566,1.6,2.3,.704,1.3,2.0,3.3,2.1,0.9,0.5,0.8,2.3,8.8
Kelly Olynyk,C,32,UTA,32,8,21.9,3.0,5.3,.559,0.8,1.9,.410,2.2,3.4,.642,.632,1.4,1.6,.900,1.5,3.9,5.4,4.7,0.9,0.3,1.8,2.7,8.1
Eugene Omoruyi,SF,26,WAS,16,0,5.8,1.8,2.9,.609,0.3,0.9,.357,1.4,2.0,.719,.663,0.9,1.2,.737,0.6,1.0,1.6,0.6,0.5,0.1,0.6,0.9,4.7
Cedi Osman,SF,28,SAS,32,1,18.3,2.8,6.1,.464,1.2,3.2,.359,1.7,2.9,.581,.559,0.7,1.1,.676,0.3,1.9,2.3,1.8,0.4,0.2,0.6,1.5,7.6
Kelly Oubre Jr.,SF,28,PHI,21,11,26.4,4.9,10.3,.470,1.7,4.7,.367,3.1,5.7,.555,.553,1.6,2.3,.708,1.1,3.0,4.1,0.8,1.2,0.4,0.8,2.3,13.0
Chris Paul,PG,38,GSW,29,8,27.5,3.2,7.9,.412,1.3,3.8,.339,2.0,4.1,.479,.493,1.1,1.2,.889,0.3,3.4,3.8,7.4,1.2,0.1,1.2,1.9,8.9
Cameron Payne,PG,29,MIL,33,2,15.8,2.2,4.8,.459,1.1,2.8,.394,1.1,2.0,.554,.575,0.7,0.8,.920,0.1,1.1,1.2,2.4,0.4,0.1,0.8,1.8,6.2
Gary Payton II,SG,31,GSW,15,0,16.7,2.3,4.9,.473,0.6,1.9,.310,1.7,3.0,.578,.534,0.4,0.6,.667,1.0,1.9,2.9,0.9,1.1,0.3,0.6,1.9,5.7
Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
Julian Phillips,SF,20,CHI,19,0,4.0,0.3,0.9,.278,0.0,0.5,.000,0.3,0.5,.556,.278,0.1,0.2,.250,0.1,0.4,0.5,0.3,0.1,0.0,0.1,0.5,0.6
Jalen Pickett,SG,24,DEN,15,0,6.0,0.7,1.7,.440,0.5,1.2,.389,0.3,0.5,.571,.580,0.1,0.1,1.000,0.1,0.7,0.7,0.7,0.2,0.0,0.4,0.5,2.1
Mason Plumlee,C,33,LAC,6,0,17.0,2.0,3.2,.632,0.0,0.0,,2.0,3.2,.632,.632,1.0,2.3,.429,1.3,4.2,5.5,1.0,0.7,0.2,0.8,1.0,5.0
Brandin Podziemski,SG,20,GSW,26,8,23.2,3.5,7.5,.469,1.3,3.2,.417,2.2,4.2,.509,.559,0.7,1.0,.704,1.5,3.9,5.5,3.2,1.0,0.2,1.4,1.8,9.1
Jakob Poeltl,C,28,TOR,33,33,26.3,4.7,6.8,.695,0.0,0.0,,4.7,6.8,.695,.695,1.1,2.1,.529,2.8,5.5,8.3,2.4,0.7,1.3,1.5,2.8,10.5
Aleksej Pokusevski,PF,22,OKC,7,0,6.1,0.3,1.6,.182,0.1,1.1,.125,0.1,0.4,.333,.227,0.1,0.3,.500,0.3,0.9,1.1,0.7,0.0,0.1,0.4,0.7,0.9
Jordan Poole,SG,24,WAS,31,31,29.3,6.2,14.9,.414,2.1,6.6,.312,4.1,8.3,.496,.484,2.8,3.3,.871,0.4,2.1,2.5,3.7,1.0,0.3,2.6,3.1,17.2
Craig Porter Jr.,PG,23,CLE,22,5,16.7,3.0,6.2,.493,0.3,0.9,.350,2.7,5.3,.517,.518,1.1,1.6,.667,0.5,2.1,2.7,3.3,0.7,0.5,1.0,1.1,7.5
Michael Porter Jr.,SF,25,DEN,35,35,31.2,6.3,13.3,.470,2.8,7.1,.392,3.5,6.2,.560,.575,1.0,1.3,.761,1.4,6.2,7.5,1.5,0.4,0.8,1.1,1.9,16.3
Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6
Bobby Portis,PF,28,MIL,33,0,24.2,5.2,10.2,.507,1.0,2.9,.354,4.1,7.2,.569,.558,1.3,1.6,.808,1.7,5.1,6.8,1.2,0.8,0.5,0.9,2.5,12.6
